01180,06:55:00.00
01187,06:55:00.01
01172,06:55:00.64
01183,06:55:00.71
01175,06:55:01.25
01182,06:55:01.30
01179,06:55:01.61
01186,06:55:01.94
01176,06:55:02.74
01173,06:55:03.52
01188,06:55:03.57
01174,06:55:03.75
01184,06:55:04.09
01185,06:55:04.17
01178,06:55:04.60
01190,06:55:04.80
01191,06:55:05.43
01169,06:55:05.49
01177,06:55:06.25
01170,06:55:06.51
01181,06:55:07.07
01189,06:55:07.12
01171,06:55:07.90
01468,07:01:00.00
01507,07:01:00.23
01407,07:01:00.48
01508,07:01:00.69
00738,07:01:01.33
01337,07:01:01.72
01156,07:01:01.93
01608,07:01:02.26
01575,07:01:02.64
01217,07:01:02.80
01683,07:01:03.67
01438,07:01:03.91
01692,07:01:04.10
01136,07:01:04.25
01504,07:01:04.88
01223,07:01:05.14
01579,07:01:05.51
01448,07:01:06.09
01643,07:01:06.52
01409,07:01:06.55
01674,07:01:06.75
01227,07:01:07.31
01538,07:01:08.14
01464,07:01:08.39
01137,07:01:08.60
01351,07:01:08.61
01199,07:01:09.28
01640,07:01:09.31
01486,07:01:09.59
01466,07:01:09.68
01594,07:01:10.64
01354,07:01:11.12
01426,07:01:11.39
01518,07:01:11.75
01152,07:01:12.06
01132,07:01:12.18
01209,07:01:12.69
01311,07:01:13.36
01496,07:01:13.36
01165,07:01:13.58
01193,07:01:14.36
01360,07:01:14.51
00741,07:01:14.77
01398,07:01:14.89
01127,07:01:15.68
01702,07:01:15.73
01485,07:01:15.97
01481,07:01:16.21
01529,07:01:17.17
01446,07:01:17.41
01449,07:01:17.45
01668,07:01:17.85
01471,07:01:18.56
01421,07:01:18.96
01523,07:01:19.04
01698,07:01:19.23
01502,07:01:19.80
01432,07:01:19.93
01348,07:01:21.06
01418,07:01:21.22
01680,07:01:21.38
01559,07:01:21.53
01620,07:01:22.52
01532,07:01:22.96
01325,07:01:22.99
01322,07:01:23.01
01687,07:01:23.44
01202,07:01:23.66
01158,07:01:24.21
01595,07:01:24.55
01512,07:01:24.65
01482,07:01:24.80
01633,07:01:25.54
01424,07:01:25.63
01388,07:01:26.66
01345,07:01:27.02
01521,07:01:27.05
01634,07:01:27.12
01433,07:01:27.75
01676,07:01:27.85
01649,07:01:28.93
01313,07:01:29.10
01415,07:01:29.24
01555,07:01:29.24
01490,07:01:29.75
01002,07:01:29.87
01208,07:01:30.96
01659,07:01:31.03
01397,07:01:31.13
01160,07:01:31.44
01573,07:01:31.96
01353,07:01:32.29
01230,07:01:33.02
01685,07:01:33.47
01204,07:01:33.57
01192,07:01:34.17
01654,07:01:34.25
01461,07:01:34.34
01602,07:01:35.20
01299,07:01:35.26
01599,07:01:35.40
01336,07:01:35.92
01387,07:01:36.06
01001,07:01:36.42
01293,07:01:36.85
01525,07:01:37.12
01679,07:01:37.84
01454,07:01:37.90
01430,07:01:38.39
01437,07:01:39.06
01584,07:01:39.23
01225,07:01:39.32
01684,07:01:39.71
01491,07:01:39.96
01442,07:01:40.20
01528,07:01:40.72
01379,07:01:41.27
01651,07:01:41.59
01656,07:01:42.09
01159,07:01:42.31
01488,07:01:42.54
01513,07:01:42.94
01301,07:01:43.25
01547,07:01:43.68
01522,07:01:44.05
01423,07:01:44.07
01577,07:01:45.08
00737,07:01:45.52
01472,07:01:45.66
01650,07:01:45.66
01168,07:01:45.99
01548,07:01:46.86
01291,07:01:47.23
01494,07:01:47.68
01638,07:01:47.77
01473,07:01:47.87
01200,07:01:47.94
01540,07:01:48.64
01390,07:01:48.87
01197,07:01:49.16
01553,07:01:49.17
01474,07:01:50.64
01552,07:01:50.72
01689,07:01:50.72
01224,07:01:50.80
00745,07:01:51.49
01459,07:01:52.23
01556,07:01:52.56
01382,07:01:52.64
01541,07:01:52.79
01359,07:01:53.05
01652,07:01:54.04
01213,07:01:54.24
01404,07:01:54.31
01567,07:01:54.86
01318,07:01:54.91
01623,07:01:55.70
01373,07:01:56.35
01195,07:01:56.39
01580,07:01:57.09
01333,07:01:57.11
01408,07:01:57.16
01607,07:01:57.57
01436,07:01:57.79
01381,07:01:58.57
01657,07:01:58.63
01618,07:01:59.14
01166,07:01:59.17
01681,07:01:59.93
01389,07:02:00.17
01315,07:02:00.32
01590,07:02:00.71
01582,07:02:01.33
01326,07:02:01.53
01396,07:02:02.19
01665,07:02:02.41
01340,07:02:02.64
01533,07:02:02.64
01334,07:02:02.91
01369,07:02:03.10
01371,07:02:04.30
01510,07:02:04.48
01327,07:02:05.26
01591,07:02:05.40
01306,07:02:05.51
01644,07:02:05.69
01589,07:02:06.41
01319,07:02:06.58
01655,07:02:07.30
01537,07:02:07.66
01222,07:02:07.81
01412,07:02:07.87
01435,07:02:07.88
01610,07:02:08.28
01503,07:02:08.79
01401,07:02:09.37
01394,07:02:09.87
01462,07:02:10.11
01216,07:02:10.20
01625,07:02:10.65
01695,07:02:10.86
01384,07:02:11.16
01645,07:02:11.72
01410,07:02:11.92
01605,07:02:12.20
01366,07:02:13.16
01562,07:02:13.40
01484,07:02:13.44
01294,07:02:14.04
01631,07:02:14.28
01447,07:02:14.62
01578,07:02:14.99
01138,07:02:15.34
01588,07:02:15.71
01452,07:02:16.11
01592,07:02:16.45
01431,07:02:16.48
01515,07:02:17.22
01378,07:02:17.62
01653,07:02:17.92
01493,07:02:17.96
01405,07:02:18.32
01358,07:02:19.20
01622,07:02:19.24
01530,07:02:19.97
01368,07:02:19.97
01557,07:02:20.77
01363,07:02:20.93
01131,07:02:21.42
01455,07:02:21.42
01429,07:02:22.41
01677,07:02:22.47
01420,07:02:22.59
01135,07:02:22.84
01701,07:02:23.16
01362,07:02:23.20
01571,07:02:23.84
01453,07:02:23.88
01162,07:02:24.92
01122,07:02:24.93
01535,07:02:25.44
01228,07:02:25.74
01619,07:02:25.90
01300,07:02:26.50
01682,07:02:27.00
01305,07:02:27.12
01483,07:02:27.44
01691,07:02:28.42
01492,07:02:28.57
01298,07:02:28.85
01399,07:02:28.93
01544,07:02:29.56
01355,07:02:29.77
01641,07:02:30.02
01361,07:02:30.56
01550,07:02:31.08
01612,07:02:31.47
01506,07:02:31.57
01476,07:02:31.79
01302,07:02:32.59
00740,07:02:32.75
01377,07:02:32.84
01475,07:02:33.26
01551,07:02:33.85
01639,07:02:34.31
01413,07:02:34.63
01611,07:02:34.73
01380,07:02:34.86
01320,07:02:35.48
01519,07:02:36.05
01386,07:02:36.41
01164,07:02:36.47
01524,07:02:36.66
01546,07:02:36.87
01694,07:02:37.08
01480,07:02:38.21
01324,07:02:38.51
01531,07:02:38.87
01505,07:02:38.98
01458,07:02:39.13
01129,07:02:40.02
01419,07:02:40.51
01646,07:02:40.65
01422,07:02:40.96
01439,07:02:41.46
00742,07:02:41.52
01663,07:02:42.40
01290,07:02:42.69
01201,07:02:42.78
01693,07:02:43.12
01375,07:02:43.37
01470,07:02:43.58
01539,07:02:44.27
01303,07:02:44.30
01357,07:02:44.88
01125,07:02:45.03
01344,07:02:45.36
01626,07:02:45.82
